timestamp,open,high,low,close,vwap,volume,count
2026-01-14 00:05:00,3326.96,3326.96,3325.48,3325.48,3326.75,0.12559569,8
2026-01-14 00:06:00,3325.38,3328.41,3324.75,3328.41,3325.56,14.19023288,33
2026-01-14 00:07:00,3328.42,3328.88,3327.03,3328.88,3328.39,4.74886708,19
2026-01-14 00:08:00,3329.2,3331.79,3329.2,3330.5,3331.27,24.17304471,18
2026-01-14 00:09:00,3331.92,3331.92,3329.6,3329.89,3330.37,2.53434955,8
2026-01-14 00:10:00,3331.24,3334.16,3328.42,3328.42,3332.37,8.05884128,24
2026-01-14 00:11:00,3328.56,3328.57,3328.08,3328.09,3328.28,6.06097334,10
2026-01-14 00:12:00,3328.09,3333.46,3328.09,3333.46,3329.71,2.0208806,11
2026-01-14 00:13:00,3332.25,3332.95,3330.64,3330.64,3331.98,5.43755626,32
2026-01-14 00:14:00,3329.94,3330.46,3329.94,3330.46,3329.96,0.01275998,2
2026-01-14 00:15:00,3330.38,3334.22,3329.91,3331.83,3332.4,38.38199652,21
2026-01-14 00:16:00,3331.23,3331.23,3328.0,3328.01,3330.18,28.30437452,12
2026-01-14 00:17:00,3327.87,3329.55,3325.08,3328.55,3328.16,9.26463691,36
2026-01-14 00:18:00,3328.0,3331.21,3328.0,3331.21,3330.41,1.91744957,16
2026-01-14 00:19:00,3332.36,3332.36,3328.12,3328.12,3331.76,1.04290626,7
2026-01-14 00:20:00,3328.37,3329.33,3327.43,3329.32,3328.5,2.68237338,18
2026-01-14 00:21:00,3329.32,3331.57,3329.32,3330.72,3330.75,12.05400698,20
2026-01-14 00:22:00,3330.71,3330.71,3328.81,3328.81,3329.61,0.09257965,8
2026-01-14 00:23:00,3328.81,3328.82,3327.32,3327.65,3328.8,5.85539433,12
2026-01-14 00:24:00,3327.65,3328.84,3327.32,3327.32,3327.44,5.66566966,6
2026-01-14 00:25:00,3327.32,3329.4,3327.32,3328.06,3328.54,8.42205316,22
2026-01-14 00:26:00,3328.06,3328.18,3324.94,3324.94,3327.34,72.33680543,42
2026-01-14 00:27:00,3324.94,3327.37,3324.89,3327.37,3324.94,5.33575302,16
2026-01-14 00:28:00,3327.37,3327.37,3324.67,3324.67,3324.96,16.48412619,13
2026-01-14 00:29:00,3324.68,3325.86,3324.68,3325.4,3324.71,2.29960722,11
2026-01-14 00:30:00,3325.4,3325.41,3324.09,3324.09,3324.92,1.99852572,12
2026-01-14 00:31:00,3324.09,3326.22,3324.09,3324.26,3325.04,3.54972996,10
2026-01-14 00:32:00,3324.26,3324.9,3323.29,3323.29,3324.06,6.50054918,22
2026-01-14 00:33:00,3322.89,3322.89,3320.0,3320.0,3321.07,15.9205639,36
2026-01-14 00:34:00,3319.61,3319.62,3319.61,3319.62,3319.61,0.51909234,4
2026-01-14 00:35:00,3318.58,3318.66,3315.74,3315.74,3315.94,29.93052973,26
2026-01-14 00:36:00,3315.52,3315.52,3315.09,3315.09,3315.15,5.90971899,27
2026-01-14 00:37:00,3315.1,3315.73,3315.1,3315.73,3315.16,2.30381284,9
2026-01-14 00:38:00,3315.73,3320.0,3315.73,3319.58,3318.67,16.81515741,16
2026-01-14 00:39:00,3319.58,3319.58,3318.79,3319.15,3319.55,0.05116842,5
2026-01-14 00:40:00,3318.21,3319.13,3318.21,3318.85,3318.68,2.06847038,13
2026-01-14 00:41:00,3318.84,3318.84,3317.07,3317.36,3318.42,1.12585892,8
2026-01-14 00:42:00,3317.36,3317.36,3316.46,3316.46,3316.9,4.5507035,18
2026-01-14 00:43:00,3316.91,3320.33,3316.91,3320.32,3319.4,6.08920508,23
2026-01-14 00:44:00,3320.33,3320.48,3318.64,3318.64,3319.42,0.29980533,11
2026-01-14 00:45:00,3318.63,3318.64,3317.22,3317.22,3318.62,0.38055205,6
2026-01-14 00:46:00,3315.76,3317.69,3315.76,3317.69,3316.14,1.75952765,8
2026-01-14 00:47:00,3316.4,3316.4,3315.75,3315.75,3316.18,1.19756408,8
2026-01-14 00:48:00,3315.6,3315.65,3313.59,3314.18,3314.48,2.01713963,24
2026-01-14 00:49:00,3315.69,3317.69,3315.69,3317.68,3316.63,11.86971495,20
2026-01-14 00:50:00,3317.69,3321.3,3317.68,3319.31,3317.93,10.12139637,24
2026-01-14 00:51:00,3319.31,3319.48,3317.85,3319.2,3319.25,1.90942017,13
2026-01-14 00:52:00,3319.21,3319.21,3318.88,3319.19,3319.2,0.11525775,4
2026-01-14 00:53:00,3318.27,3323.9,3318.27,3323.9,3320.92,3.74603609,22
2026-01-14 00:54:00,3324.0,3325.01,3323.59,3324.06,3324.01,25.2782323,15
2026-01-14 00:55:00,3323.13,3323.13,3321.64,3321.94,3322.79,0.69725924,12
2026-01-14 00:56:00,3321.48,3321.48,3319.27,3321.27,3320.36,7.0511588,17
2026-01-14 00:57:00,3322.62,3323.26,3321.93,3323.08,3322.46,2.3627548,12
2026-01-14 00:58:00,3324.54,3324.55,3323.72,3323.72,3323.92,0.74134099,8
2026-01-14 00:59:00,3323.19,3324.01,3322.33,3322.33,3323.0,48.6732012,16
2026-01-14 01:00:00,3322.34,3322.86,3320.87,3322.15,3322.22,83.58696508,38
2026-01-14 01:01:00,3322.11,3324.11,3321.33,3323.11,3321.43,0.98441375,7
2026-01-14 01:02:00,3323.08,3323.08,3321.26,3322.34,3321.85,0.96575259,7
2026-01-14 01:03:00,3319.72,3320.38,3319.72,3320.38,3320.36,0.17723035,6
2026-01-14 01:04:00,3320.64,3322.36,3320.64,3322.08,3320.68,2.45602905,7
2026-01-14 01:05:00,3322.5,3329.0,3322.5,3327.6,3325.01,4.84986025,38
2026-01-14 01:06:00,3326.11,3328.35,3323.42,3326.45,3324.56,65.86662952,30
2026-01-14 01:07:00,3326.74,3330.39,3326.74,3330.39,3329.29,2.86172625,19
2026-01-14 01:08:00,3329.81,3329.81,3327.09,3327.09,3329.19,0.17235164,15
2026-01-14 01:09:00,3327.0,3327.01,3326.01,3326.43,3326.72,0.15561222,11
2026-01-14 01:10:00,3326.42,3328.75,3326.42,3328.75,3326.51,1.45113092,10
2026-01-14 01:11:00,3328.75,3331.65,3328.75,3331.51,3330.29,3.00210183,12
2026-01-14 01:12:00,3331.0,3331.0,3329.45,3329.99,3330.19,2.25452058,6
2026-01-14 01:13:00,3330.58,3331.48,3330.58,3331.48,3331.1,4.16883015,12
2026-01-14 01:14:00,3331.16,3331.93,3330.11,3331.93,3331.85,0.98450162,7
2026-01-14 01:15:00,3331.87,3331.87,3330.83,3331.44,3331.41,1.92292422,9
2026-01-14 01:16:00,3331.69,3332.43,3331.69,3332.41,3331.89,1.12439106,14
2026-01-14 01:17:00,3332.46,3332.85,3332.24,3332.49,3332.5,3.36797761,19
2026-01-14 01:18:00,3332.5,3332.5,3328.09,3329.08,3328.59,0.91419764,7
2026-01-14 01:19:00,3328.58,3328.58,3328.57,3328.57,3328.57,0.68366358,6
2026-01-14 01:20:00,3328.69,3329.17,3326.11,3328.55,3328.19,8.21036983,32
2026-01-14 01:21:00,3328.88,3331.0,3328.88,3330.99,3329.43,0.92699978,7
2026-01-14 01:22:00,3330.2,3330.84,3330.2,3330.77,3330.73,0.9256331,6
2026-01-14 01:23:00,3330.76,3330.76,3330.76,3330.76,3330.76,0.00054911,1
2026-01-14 01:24:00,3330.77,3330.77,3330.76,3330.77,3330.76,0.72857136,13
2026-01-14 01:25:00,3330.77,3331.81,3330.77,3331.5,3331.25,9.44132844,20
2026-01-14 01:26:00,3331.21,3333.81,3331.2,3333.5,3332.6,18.1918152,41
2026-01-14 01:27:00,3333.2,3342.58,3333.2,3340.31,3338.68,88.61911353,107
2026-01-14 01:28:00,3338.67,3338.67,3334.07,3334.07,3334.71,1.8266535,12
2026-01-14 01:29:00,3334.43,3334.44,3334.28,3334.35,3334.38,0.74124754,9
2026-01-14 01:30:00,3334.84,3335.57,3333.68,3335.03,3334.73,4.68998807,15
2026-01-14 01:31:00,3335.12,3338.3,3335.12,3338.06,3337.8,3.35828199,20
2026-01-14 01:32:00,3338.06,3339.66,3338.06,3339.66,3338.79,2.89501852,12
2026-01-14 01:33:00,3338.47,3338.47,3336.12,3336.12,3336.21,0.29076474,8
2026-01-14 01:34:00,3336.42,3336.42,3334.89,3334.89,3335.98,5.14967311,6
2026-01-14 01:35:00,3334.65,3336.79,3334.65,3336.79,3334.76,1.91709162,10
2026-01-14 01:36:00,3337.45,3337.45,3334.58,3336.19,3335.89,2.50523283,9
2026-01-14 01:37:00,3337.0,3337.0,3332.0,3332.0,3332.24,35.70984444,19
2026-01-14 01:38:00,3331.0,3331.01,3331.0,3331.0,3331.0,1.64293742,5
2026-01-14 01:39:00,3331.01,3331.01,3329.0,3329.0,3330.89,25.73278137,13
2026-01-14 01:40:00,3329.01,3329.01,3326.68,3327.49,3328.71,25.37180311,8
2026-01-14 01:41:00,3326.99,3328.35,3326.01,3326.01,3327.43,67.34116737,27
2026-01-14 01:42:00,3326.01,3326.01,3326.0,3326.0,3326.0,5.74600402,14
2026-01-14 01:43:00,3325.69,3325.93,3324.16,3325.58,3325.4,0.57035257,11
2026-01-14 01:44:00,3325.18,3329.46,3325.18,3328.48,3327.08,225.54261327,66
2026-01-14 01:45:00,3327.79,3327.8,3327.41,3327.41,3327.57,0.06717526,9
2026-01-14 01:46:00,3326.81,3327.45,3326.53,3326.53,3327.3,0.64401776,6
2026-01-14 01:47:00,3326.53,3329.17,3326.53,3327.78,3328.68,210.53637912,36
2026-01-14 01:48:00,3327.78,3327.78,3326.4,3326.4,3327.04,0.01330622,5
2026-01-14 01:49:00,3326.39,3326.4,3323.33,3323.33,3326.37,5.50966441,10
2026-01-14 01:50:00,3324.26,3325.75,3323.87,3325.75,3325.57,9.31426828,23
2026-01-14 01:51:00,3326.4,3327.42,3326.39,3327.42,3326.43,1.0945712,13
2026-01-14 01:52:00,3326.72,3331.76,3326.72,3330.36,3329.61,13.80866919,20
2026-01-14 01:53:00,3329.94,3330.79,3329.94,3330.63,3330.5,1.75167327,5
2026-01-14 01:54:00,3330.36,3332.41,3329.47,3331.93,3330.47,9.19218703,20
2026-01-14 01:55:00,3331.4,3333.67,3331.09,3333.67,3331.99,3.31402179,14
2026-01-14 01:56:00,3333.66,3333.67,3333.66,3333.66,3333.66,3.90889838,10
2026-01-14 01:57:00,3333.32,3333.33,3333.32,3333.33,3333.32,0.8527784,8
2026-01-14 01:58:00,3332.85,3333.26,3332.84,3333.25,3333.24,3.49904308,14
2026-01-14 01:59:00,3333.25,3337.28,3333.25,3334.23,3335.4,118.63799181,61
2026-01-14 02:00:00,3334.23,3335.09,3333.94,3333.95,3334.76,1.46251063,11
2026-01-14 02:01:00,3333.94,3333.95,3332.0,3333.87,3332.91,2.82432286,11
2026-01-14 02:02:00,3333.86,3338.01,3333.86,3337.46,3336.83,226.66515756,58
2026-01-14 02:03:00,3336.42,3336.42,3334.09,3334.1,3335.97,0.30299174,6
2026-01-14 02:04:00,3333.06,3333.06,3331.13,3331.13,3331.83,5.11409648,18
2026-01-14 02:05:00,3331.13,3335.53,3331.12,3335.52,3334.8,150.52492496,36
2026-01-14 02:06:00,3335.59,3340.0,3335.59,3339.96,3338.93,6.48974964,21
2026-01-14 02:07:00,3337.92,3339.02,3337.92,3339.02,3338.16,1.93281579,9
2026-01-14 02:08:00,3337.99,3338.0,3337.27,3337.27,3337.98,1.07820529,5
2026-01-14 02:09:00,3338.0,3339.31,3337.99,3339.31,3338.68,6.87911567,17
2026-01-14 02:10:00,3338.84,3339.97,3337.69,3339.96,3338.21,5.69139824,12
2026-01-14 02:11:00,3339.91,3356.87,3339.69,3352.3,3350.67,147.10480185,162
2026-01-14 02:12:00,3352.3,3352.3,3343.9,3343.91,3346.42,19.30399436,34
2026-01-14 02:13:00,3343.87,3347.24,3343.86,3346.25,3344.49,6.87420778,22
2026-01-14 02:14:00,3346.34,3349.87,3346.34,3347.05,3347.74,36.10550553,35
2026-01-14 02:15:00,3347.71,3349.44,3346.33,3348.98,3347.58,61.10457229,31
2026-01-14 02:16:00,3348.99,3349.62,3348.62,3349.62,3348.89,51.81057501,14
2026-01-14 02:17:00,3348.98,3348.98,3340.63,3340.63,3343.84,8.00997812,23
2026-01-14 02:18:00,3339.62,3340.97,3339.62,3339.68,3340.4,8.8109601,21
2026-01-14 02:19:00,3340.1,3340.1,3338.26,3338.26,3338.57,0.30130364,7
2026-01-14 02:20:00,3338.25,3338.25,3338.04,3338.04,3338.06,0.40858649,16
2026-01-14 02:21:00,3338.05,3338.05,3336.76,3336.77,3337.57,10.29642055,8
2026-01-14 02:22:00,3336.77,3337.39,3336.52,3337.39,3336.75,3.22608223,9
2026-01-14 02:23:00,3339.15,3339.15,3334.98,3335.57,3335.9,1.76742032,13
2026-01-14 02:24:00,3335.57,3335.58,3335.41,3335.58,3335.53,1.76322047,10
2026-01-14 02:25:00,3335.57,3335.57,3335.55,3335.57,3335.56,0.10201429,8
2026-01-14 02:26:00,3335.57,3335.57,3335.35,3335.35,3335.56,0.90291794,3
2026-01-14 02:27:00,3334.87,3334.87,3334.48,3334.48,3334.71,0.29483314,3
2026-01-14 02:28:00,3333.68,3334.02,3333.32,3333.32,3333.41,1.77648193,9
