timestamp,open,high,low,close,vwap,volume,count
2026-01-18 16:23:00,3335.78,3335.79,3335.78,3335.78,3335.78,0.36103622,13
2026-01-18 16:24:00,3335.79,3335.79,3335.79,3335.79,3335.79,0.04409407,8
2026-01-18 16:25:00,3335.78,3335.78,3331.74,3331.74,3333.76,7.40458972,9
2026-01-18 16:26:00,3331.74,3332.2,3331.26,3331.26,3331.7,0.76296727,4
2026-01-18 16:27:00,3331.24,3331.24,3329.65,3329.95,3330.28,0.48468997,9
2026-01-18 16:28:00,3329.84,3330.87,3329.84,3330.87,3330.19,0.07903284,6
2026-01-18 16:29:00,3330.46,3330.89,3330.46,3330.85,3330.88,0.18107278,5
2026-01-18 16:30:00,3330.08,3331.11,3330.08,3331.1,3331.1,24.71580408,11
2026-01-18 16:31:00,3330.19,3330.37,3330.19,3330.37,3330.35,1.53385882,10
2026-01-18 16:32:00,3331.05,3332.36,3331.05,3332.35,3331.61,1.38389927,13
2026-01-18 16:33:00,3331.72,3331.73,3331.64,3331.64,3331.7,34.15577723,19
2026-01-18 16:34:00,3331.64,3331.64,3330.36,3330.37,3331.6,9.20997536,10
2026-01-18 16:35:00,3330.67,3330.68,3330.36,3330.37,3330.37,0.36036442,11
2026-01-18 16:36:00,3330.37,3331.99,3330.37,3331.99,3330.79,4.69213515,7
2026-01-18 16:37:00,3332.11,3333.25,3332.11,3333.25,3332.56,0.05209096,5
2026-01-18 16:38:00,3333.59,3334.07,3333.59,3334.07,3333.99,0.21157812,4
2026-01-18 16:39:00,3334.06,3334.06,3332.39,3332.4,3333.57,2.46518685,5
2026-01-18 16:40:00,3332.39,3332.4,3332.39,3332.4,3332.39,0.1651039,3
2026-01-18 16:41:00,3333.9,3334.97,3333.9,3334.97,3334.89,0.32637369,5
2026-01-18 16:42:00,3334.96,3335.39,3334.96,3335.39,3334.98,2.32979883,10
2026-01-18 16:43:00,3335.39,3335.4,3335.39,3335.39,3335.39,0.50414529,8
2026-01-18 16:44:00,3335.4,3335.4,3335.39,3335.39,3335.39,20.49852031,11
2026-01-18 16:45:00,3335.4,3335.4,3335.4,3335.4,3335.4,0.82524634,6
2026-01-18 16:46:00,3335.4,3335.4,3335.39,3335.4,3335.39,0.30056821,6
2026-01-18 16:47:00,3335.4,3335.4,3335.39,3335.4,3335.39,0.08869849,9
2026-01-18 16:48:00,3335.39,3335.4,3335.39,3335.4,3335.39,6.56204672,14
2026-01-18 16:49:00,3335.39,3335.39,3333.0,3333.0,3335.25,18.4612145,15
2026-01-18 16:50:00,3333.01,3333.7,3331.32,3333.7,3332.86,5.61024318,22
2026-01-18 16:51:00,3333.28,3334.15,3333.27,3334.15,3333.51,1.64987425,9
2026-01-18 16:52:00,3334.05,3334.73,3334.05,3334.73,3334.66,2.78377296,12
2026-01-18 16:53:00,3335.04,3336.29,3335.04,3336.29,3335.43,15.13973929,17
2026-01-18 16:54:00,3335.68,3335.68,3335.67,3335.68,3335.67,3.05653488,10
2026-01-18 16:55:00,3335.67,3335.68,3335.67,3335.68,3335.67,1.97014801,8
2026-01-18 16:56:00,3335.67,3335.67,3333.77,3333.77,3334.95,5.32332678,16
2026-01-18 16:57:00,3333.76,3334.46,3333.76,3334.22,3334.09,3.40069285,15
2026-01-18 16:58:00,3334.22,3334.22,3333.33,3333.34,3334.19,0.17217619,7
2026-01-18 16:59:00,3333.33,3333.33,3332.41,3332.54,3332.45,1.63747945,8
2026-01-18 17:00:00,3332.1,3332.83,3332.1,3332.68,3332.67,1.87053831,13
2026-01-18 17:01:00,3332.67,3332.68,3332.67,3332.67,3332.67,0.07583229,8
2026-01-18 17:02:00,3332.67,3332.67,3332.08,3332.64,3332.19,2.68891676,14
2026-01-18 17:03:00,3332.47,3332.79,3332.3,3332.3,3332.52,4.39165331,11
2026-01-18 17:04:00,3332.09,3334.01,3332.09,3334.01,3332.93,4.85924164,11
